"p4","p5","p6_1","p6_2","p6_3","p6_4","p6_5","p6_6","p26","p32","p34_1","p34_2","p34_3","p34_4","p36_1","p36_2","p36_3","p36_4","factor","year"
NA,NA,NA,NA,NA,NA,NA,NA,15,NA,2,2,2,2,2,1,1,2,17644,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,1,1,2,42172,2021
1,5,2,2,1,2,2,2,15,NA,2,2,2,2,2,1,2,2,30658,2021
2,1,2,1,2,2,2,2,35,NA,1,1,1,1,1,1,1,1,9760,2021
NA,NA,NA,NA,NA,NA,NA,NA,15,NA,2,1,1,1,1,1,1,NA,33751,2021
3,4,2,2,1,1,2,2,20,NA,1,1,1,1,1,1,1,1,16416,2021
1,1,2,1,2,2,2,2,30,NA,1,1,1,1,1,1,1,1,23357,2021
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,2,2,1,1,NA,2,2,17730,2021
NA,NA,NA,NA,NA,NA,NA,NA,10,NA,2,1,1,1,1,2,2,2,17821,2021
1,4,2,2,1,2,2,2,20,NA,1,2,2,1,2,2,2,1,17274,2021
3,4,2,2,2,1,2,2,60,NA,1,2,2,2,1,1,1,1,14912,2021
NA,NA,NA,NA,NA,NA,NA,NA,15,NA,2,1,1,1,1,1,1,1,12384,2021
12,4,2,2,1,2,2,2,90,NA,2,2,2,1,1,1,1,1,12367,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24061,2021
3,3,1,2,2,1,1,2,20,NA,1,1,1,1,1,1,1,1,27452,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,1,1,2,25503,2021
3,3,2,2,2,2,1,2,40,NA,2,1,2,1,1,1,2,NA,8457,2021
20,3,1,2,2,1,2,2,20,NA,2,1,1,1,1,1,1,2,21528,2021
3,3,2,2,1,1,1,2,30,NA,2,2,2,1,1,1,2,2,18172,2021
NA,NA,NA,NA,NA,NA,NA,NA,15,NA,2,2,2,1,2,1,2,1,26834,2021
5,3,2,2,2,1,2,2,30,NA,1,2,2,2,2,1,2,2,15443,2021
2,2,2,1,2,2,2,2,30,NA,1,1,1,1,1,1,1,1,21346,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,2,2,1,1,2,31158,2021
15,4,2,2,2,2,1,2,180,NA,2,1,2,1,1,2,1,1,17670,2021
4,4,2,2,2,2,1,2,120,NA,1,1,1,1,1,1,1,1,17670,2021
NA,NA,NA,NA,NA,NA,NA,NA,50,NA,2,NA,NA,1,1,2,NA,2,17670,2021
3,3,2,1,2,2,1,2,60,NA,2,1,1,1,1,1,1,1,36095,2021
NA,NA,NA,NA,NA,NA,NA,NA,120,NA,2,2,2,2,2,2,2,1,27445,2021
NA,NA,NA,NA,NA,NA,NA,NA,25,NA,2,1,1,1,NA,1,NA,1,7437,2021
1,5,2,2,1,2,2,2,1,NA,2,2,1,1,NA,2,2,1,29336,2021
2,3,2,2,1,2,2,2,60,NA,2,1,1,1,2,2,2,2,15445,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,14936,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,17709,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,2,2,2,35419,2021
1,3,2,2,2,2,1,2,40,NA,2,1,1,1,1,1,1,1,28643,2021
4,4,2,2,1,1,1,2,30,NA,2,1,1,1,1,2,1,1,16578,2021
20,3,2,2,1,2,1,2,70,NA,2,1,1,1,1,1,1,1,6689,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,1,2,1,2,1,16976,2021
NA,NA,NA,NA,NA,NA,NA,NA,5,NA,2,1,2,2,2,1,2,1,19438,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,1,1,1,1,1,19590,2021
1,3,2,2,2,2,1,2,20,NA,2,2,2,NA,1,1,1,1,9795,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,2,2,1,2,2,24784,2021
NA,NA,NA,NA,NA,NA,NA,NA,5,NA,2,1,2,1,2,1,2,2,17831,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,1,1,2,2,15718,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,1,2,2,15718,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,19237,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,2,2,2,16179,2021
30,2,2,2,2,1,2,2,40,NA,1,1,1,1,1,1,1,1,23976,2021
4,3,2,1,1,2,2,2,60,NA,2,1,2,1,2,1,1,2,38120,2021
2,4,2,2,2,1,2,2,15,NA,2,1,2,1,1,1,2,2,29494,2021
NA,NA,NA,NA,NA,NA,NA,NA,10,NA,2,2,1,1,2,2,2,2,18236,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11691,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,1,1,1,1,19839,2021
7,4,2,2,1,2,1,2,40,NA,1,1,1,1,2,2,2,1,14750,2021
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,2,1,1,1,1,1,1,1,9833,2021
2,6,2,2,1,2,2,2,30,NA,1,1,1,1,2,2,2,1,16213,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,1,NA,1,1,15556,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,1,1,1,2,1,16258,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,1,2,2,2,2,16949,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,1,2,2,20078,2021
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,2,2,1,1,1,1,1,12890,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,2,2,2,26228,2021
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,2,1,2,1,1,1,1,1,25095,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,1,1,1,1,1,26228,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,1,2,2,56604,2021
1,1,1,2,2,2,2,2,30,NA,2,2,2,2,2,2,2,2,17190,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,1,1,1,1,1,17190,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,1,1,2,15013,2021
1,4,2,2,2,1,2,2,30,NA,2,1,1,1,1,1,1,1,12973,2021
3,2,2,1,2,2,2,2,30,NA,1,1,1,1,1,1,1,2,20133,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,1,1,1,16995,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,2,1,1,2,2,13422,2021
NA,NA,NA,NA,NA,NA,NA,NA,45,NA,2,1,1,1,2,1,1,1,26119,2021
15,4,2,1,1,1,1,2,90,NA,1,1,1,1,1,1,1,2,28671,2021
5,2,2,2,2,1,2,2,60,NA,1,1,1,1,1,1,1,1,56524,2021
2,5,2,2,1,2,2,2,30,NA,2,2,2,1,2,1,2,1,7013,2021
1,1,1,2,2,2,2,2,30,NA,2,2,2,NA,2,2,1,1,6498,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,2,1,1,1,1,1,35064,2021
NA,NA,NA,NA,NA,NA,NA,NA,40,NA,1,1,2,1,1,1,1,1,26667,2021
1,5,2,2,1,2,2,2,60,NA,2,2,2,2,2,2,2,2,8844,2021
1,4,2,1,2,2,2,2,60,NA,1,1,1,1,1,1,1,1,28904,2021
4,4,2,2,1,2,2,2,120,NA,1,2,2,1,1,1,1,1,6953,2021
6,2,2,1,2,2,2,2,60,NA,2,2,2,2,1,1,1,1,24529,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,1,1,1,1,1,35304,2021
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,2,2,2,2,1,1,1,2,19851,2021
1,4,2,2,2,1,2,2,20,NA,2,1,2,1,1,1,1,1,20029,2021
NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,1,1,1,1,1,1,2,19973,2021
NA,NA,NA,NA,NA,NA,NA,NA,15,NA,2,2,2,2,1,1,1,1,35847,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,1,1,2,1,2,16163,2021
2,2,2,2,2,2,1,2,45,NA,2,1,2,1,2,2,2,2,20582,2021
8,3,2,2,2,1,2,2,120,NA,1,1,1,1,1,1,2,2,15712,2021
4,4,2,2,2,1,2,2,120,NA,1,1,1,1,2,1,2,2,14649,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,1,2,1,1,2,16921,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,1,2,1,1,2,22167,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,2,2,2,16620,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,NA,1,1,1,2,23204,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,2,2,12639,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,2,2,21631,2021
4,4,2,2,2,1,2,2,30,NA,2,1,1,1,1,1,1,2,37674,2021
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,2,2,1,1,1,1,2,19388,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32660,2021
1,4,2,2,2,1,2,2,30,NA,2,1,1,1,1,1,1,2,27122,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,1,2,1,1,1,14499,2021
NA,NA,NA,NA,NA,NA,NA,NA,60,NA,2,1,1,2,1,1,1,1,12125,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,2,1,1,1,1,1,12601,2021
2,2,2,1,2,2,2,2,30,NA,2,1,1,1,1,1,1,1,23252,2021
4,3,2,2,2,2,1,2,60,NA,1,1,1,1,1,1,1,1,15954,2021
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,2,2,1,1,1,1,1,39938,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,2,2,1,1,1,1,15520,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,1,1,1,1,34608,2021
1,4,2,2,1,2,2,2,20,NA,2,2,2,2,1,1,1,1,13843,2021
NA,NA,NA,NA,NA,NA,NA,NA,60,NA,2,2,2,2,2,2,2,2,35367,2021
4,3,2,2,1,2,1,2,120,NA,2,1,2,1,1,1,1,1,13843,2021
1,3,2,2,1,2,2,2,40,NA,1,1,1,1,1,1,1,2,39632,2021
2,4,2,2,2,2,1,2,60,NA,1,1,1,1,1,2,1,1,19208,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,1,1,1,1,1,2,8291,2021
3,3,2,2,2,1,2,2,60,NA,1,1,1,1,1,1,1,1,7750,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,1,1,2,14440,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,2,2,1,1,1,2,14587,2021
1,5,2,2,2,1,2,2,30,NA,2,1,1,1,1,1,1,1,28879,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,2,1,1,1,1,14047,2021
1,4,2,2,2,1,2,2,30,NA,1,1,1,1,1,1,1,1,6922,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,2,NA,1,1,1,1,14811,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,1,14358,2021
5,4,2,2,2,1,2,2,30,NA,1,1,1,1,1,1,1,1,39691,2021
10,2,2,1,2,2,2,2,60,NA,2,2,2,1,1,1,1,1,39691,2021
1,1,1,2,2,2,2,2,30,NA,2,1,2,2,1,1,1,1,18341,2021
1,5,2,2,1,2,2,2,15,NA,2,2,2,2,2,2,2,2,20213,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,2,1,1,39385,2021
NA,NA,NA,NA,NA,NA,NA,NA,40,NA,1,1,1,1,1,1,2,1,34092,2021
1,4,2,2,2,1,2,2,60,NA,1,1,1,1,1,1,1,1,22171,2021
NA,NA,NA,NA,NA,NA,NA,NA,10,NA,2,1,1,2,1,1,2,2,16000,2021
10,4,2,2,2,1,1,2,180,NA,1,1,1,1,2,2,2,2,22994,2021
2,5,2,2,1,2,2,2,30,NA,1,1,1,1,1,1,1,1,11216,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,1,6505,2021
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,1,1,1,1,1,1,1,1,31048,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,2,1,1,1,1,26020,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,1,26808,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,1,1,1,1,28906,2021
1,5,2,2,1,2,2,2,30,NA,2,2,2,1,1,2,1,1,20955,2021
1,4,2,1,2,2,2,2,60,NA,1,1,1,1,1,1,1,1,24883,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,1,1,1,1,14794,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,1,1,1,1,1,14794,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,2,2,2,2,2,12807,2021
2,4,1,2,2,1,2,2,60,NA,1,1,1,1,1,1,1,1,10679,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,1,1,1,1,1,26466,2021
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,1,2,2,2,1,1,1,1,22196,2021
NA,NA,NA,NA,NA,NA,NA,NA,15,NA,2,1,1,1,1,1,1,1,11098,2021
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,1,1,1,1,1,1,1,NA,14103,2021
4,4,2,2,1,2,1,2,30,NA,2,2,2,2,2,1,2,NA,18544,2021
6,4,1,2,1,2,2,2,15,NA,1,2,2,1,1,1,1,1,20356,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,NA,1,1,2,2,24981,2021
3,4,2,2,2,1,2,2,30,NA,2,1,1,2,1,1,1,2,27933,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,1,2,2,19872,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8546,2021
10,1,2,1,2,2,2,2,120,NA,1,1,1,1,1,1,1,1,17642,2021
2,4,2,2,1,2,2,2,20,NA,2,1,2,1,1,1,1,1,24542,2021
2,4,2,2,2,1,2,2,90,NA,2,2,2,2,2,1,2,2,22357,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,2,2,2,2,2,2,16218,2021
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,1,1,1,1,1,1,1,1,26727,2021
10,4,2,2,2,1,2,2,180,NA,1,1,1,1,1,1,1,1,22542,2021
3,3,2,2,2,2,1,2,20,NA,2,1,1,1,2,1,1,1,7814,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,2,2,2,14080,2021
3,4,2,2,2,2,1,2,40,NA,1,1,1,1,1,1,1,1,16287,2021
3,3,2,1,2,2,2,2,120,NA,1,1,1,1,1,1,1,1,28448,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,1,1,2,2,17581,2021
2,1,2,1,2,2,2,2,60,NA,2,2,2,1,1,1,1,1,14786,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,1,1,17080,2021
NA,NA,NA,NA,NA,NA,NA,NA,15,NA,2,1,2,1,1,1,2,1,19072,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,51269,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,1,1,1,1,53583,2021
NA,NA,NA,NA,NA,NA,NA,NA,15,NA,1,1,1,2,1,1,1,1,64086,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,2,2,69996,2021
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,1,1,1,1,1,1,1,1,9153,2021
1,5,2,2,1,2,2,2,10,NA,1,2,2,2,1,1,1,1,14772,2021
NA,NA,NA,NA,NA,NA,NA,NA,10,NA,2,2,2,2,1,1,2,1,18253,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,1,2,2,11283,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,2,NA,2,2,2,2,6905,2021
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,1,2,1,1,1,1,1,1,21715,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,1,1,2,1,17818,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,2,2,69238,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,1,1,2,2,25965,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,1,1,NA,13239,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,1,1,2,2,25723,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,2,2,22268,2021
3,4,2,2,1,2,1,2,30,NA,2,1,1,1,1,1,1,1,3234,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,1,1,1,1,1,7180,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,1,1,1,1,29541,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24938,2021
4,1,2,1,2,2,2,2,40,NA,1,1,1,1,1,1,1,1,7335,2021
1,4,2,2,2,1,2,2,45,NA,2,2,2,1,1,1,2,2,18347,2021
3,2,2,1,2,2,2,2,60,NA,1,1,1,1,1,1,1,1,31274,2021
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,1,1,1,1,1,1,1,1,32667,2021
3,2,2,1,2,2,2,2,60,NA,1,1,1,1,1,1,1,1,19368,2021
7,5,2,2,1,2,2,2,120,NA,1,1,1,1,1,1,1,1,8383,2021
3,3,1,2,2,2,1,2,30,NA,1,1,1,1,1,1,1,1,16288,2021
2,4,2,2,2,1,2,2,45,NA,2,2,2,1,2,1,2,2,57987,2021
3,4,2,2,2,2,1,2,30,NA,1,2,2,1,2,1,2,1,11491,2021
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,2,2,2,2,1,1,2,2,13209,2021
1,4,2,2,2,1,2,2,30,NA,1,2,2,2,1,1,2,2,30447,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,2,2,2,28340,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,1,1,2,2,28944,2021
2,4,2,2,1,2,2,2,180,NA,2,1,2,1,2,1,2,2,37217,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,1,1,2,1,1,2,22125,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,1,1,1,1,18078,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,2,2,2,21495,2021
2,1,2,1,2,2,2,2,30,NA,1,1,1,1,1,1,1,1,23925,2021
4,1,2,1,2,2,2,2,90,NA,1,1,2,1,1,1,1,1,17920,2021
4,2,2,1,2,2,2,2,60,NA,1,1,1,1,1,1,1,2,24803,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,1,1,17221,2021
3,4,2,2,1,2,1,2,90,NA,2,2,1,2,1,1,1,1,22559,2021
1,4,2,1,2,2,2,2,15,NA,2,1,2,1,1,1,1,1,20606,2021
2,4,2,2,2,2,1,2,120,NA,1,1,2,1,2,2,1,2,23053,2021
1,3,2,2,2,2,1,2,40,NA,1,1,1,1,1,1,1,1,6339,2021
16,3,2,2,2,1,1,2,480,NA,1,1,1,1,1,2,1,1,18248,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,2,2,2,2,25707,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,6271,2021
3,4,2,2,2,1,2,2,30,NA,1,1,1,1,2,1,1,2,13416,2021
5,4,2,2,1,1,2,2,60,NA,2,1,1,1,2,2,2,2,6517,2021
7,4,2,2,2,1,2,2,30,NA,1,1,1,1,1,1,1,1,19780,2021
3,4,2,2,2,1,1,2,30,NA,1,1,2,1,2,2,1,1,15044,2021
1,5,2,2,1,2,2,2,40,NA,2,1,1,1,1,1,2,2,24208,2021
1,5,2,2,1,2,2,2,30,NA,2,1,2,2,1,1,1,1,15230,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,2,2,2,36975,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,2,2,2,45819,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,15230,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,21614,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,9845,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,2,NA,NA,NA,NA,9164,2021
1,4,2,2,1,2,2,2,60,NA,1,1,1,1,1,1,1,1,35017,2021
1,5,2,2,1,2,2,2,30,NA,2,2,2,2,2,1,2,2,16388,2021
3,4,2,2,2,2,1,2,20,NA,2,2,2,1,2,1,2,2,21269,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,1,2,2,2,2,16425,2021
NA,NA,NA,NA,NA,NA,NA,NA,15,NA,2,2,2,2,1,1,1,1,11231,2021
5,2,2,1,2,2,1,2,30,NA,2,2,2,2,1,1,1,1,20031,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,NA,2,2,5772,2021
1,5,2,2,1,2,2,2,30,NA,2,2,2,2,2,1,1,2,20849,2021
1,5,2,2,1,2,2,2,30,NA,2,2,2,2,2,1,2,2,24573,2021
3,2,2,2,2,2,1,2,15,NA,2,2,2,1,2,2,1,1,16732,2021
3,4,2,2,2,1,2,2,120,NA,2,2,2,2,1,1,2,2,29843,2021
8,3,2,2,2,2,1,2,80,NA,1,1,1,1,1,1,1,1,16732,2021
1,4,2,1,2,2,2,2,30,NA,2,2,2,2,2,1,1,2,19160,2021
10,3,2,2,2,1,1,2,60,NA,2,1,2,1,2,1,2,2,5147,2021
1,5,2,2,1,2,2,2,30,NA,2,2,2,2,1,1,1,2,10292,2021
4,2,2,1,2,1,1,2,45,NA,1,1,1,1,1,1,1,1,62907,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,1,2,2,50444,2021
NA,NA,NA,NA,NA,NA,NA,NA,25,NA,1,1,2,1,2,1,2,1,20177,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,2,2,1,1,NA,2,5646,2021
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,1,2,2,1,1,2,2,2,4420,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,21129,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23107,2021
1,4,2,2,2,1,2,2,20,NA,1,2,1,1,2,1,1,2,20147,2021
3,5,2,2,1,2,2,2,60,NA,2,1,1,1,1,1,1,1,4902,2021
12,1,2,1,2,2,2,2,30,NA,1,1,1,1,1,2,1,2,16837,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19577,2021
6,6,2,1,2,2,2,2,20,NA,2,1,1,2,1,1,1,1,48944,2021
2,5,2,2,1,2,2,2,15,NA,2,2,2,2,1,1,1,1,22615,2021
4,3,2,2,1,2,2,2,30,NA,2,2,2,2,2,2,2,2,19019,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,1,1,1,1,1,12832,2021
1,4,2,2,1,2,2,2,45,NA,1,1,1,1,1,1,1,1,15258,2021
NA,NA,NA,NA,NA,NA,NA,NA,15,NA,1,2,2,2,1,1,2,2,15258,2021
3,3,2,2,2,2,1,2,60,NA,1,1,1,1,1,1,1,1,10976,2021
1,3,2,2,2,2,1,2,45,NA,1,1,2,1,1,1,1,1,19575,2021
NA,NA,NA,NA,NA,NA,NA,NA,10,NA,2,1,2,1,1,1,1,1,10663,2021
6,4,2,2,2,1,2,2,30,NA,1,1,2,1,2,1,2,1,19017,2021
1,4,2,2,2,1,2,2,60,NA,2,1,1,1,1,2,1,2,34390,2021
4,4,2,2,2,2,1,2,60,NA,2,1,1,1,1,1,1,2,46115,2021
3,4,1,2,2,2,1,2,30,NA,NA,1,1,1,NA,1,1,NA,9909,2021
NA,NA,NA,NA,NA,NA,NA,NA,15,NA,1,1,1,1,1,1,1,2,9085,2021
3,1,2,1,2,2,2,2,30,NA,1,2,2,1,2,2,1,1,3981,2021
2,4,2,2,2,1,2,2,30,NA,2,2,2,1,2,2,2,2,8196,2021
2,3,2,2,2,1,2,2,60,NA,2,2,2,1,2,NA,2,2,10092,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,1,NA,NA,NA,NA,20209,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,1,1,1,1,10105,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,1,1,1,20209,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,1,2,2,6120,2021
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,2,1,1,1,1,1,1,2,14500,2021
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,1,1,1,2,1,2,2,11787,2021
1,3,2,2,2,1,2,2,30,NA,2,1,1,1,2,1,2,2,7250,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,7290,2021
4,5,1,2,1,1,2,2,30,NA,2,2,2,2,2,2,1,1,21306,2021
3,4,2,2,2,1,2,2,90,NA,2,2,2,2,2,2,2,2,35411,2021
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,1,1,1,2,2,2,1,2,5731,2021
NA,NA,NA,NA,NA,NA,NA,NA,120,NA,1,1,2,1,1,1,2,2,10107,2021
2,4,2,2,2,1,2,2,30,NA,2,1,1,1,1,1,1,1,39274,2021
2,6,2,2,2,1,2,2,45,NA,2,1,2,1,1,1,1,1,24033,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,30279,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,2,2,2,2,23996,2021
1,4,2,2,2,2,1,2,30,NA,2,2,2,2,1,1,1,2,19419,2021
NA,NA,NA,NA,NA,NA,NA,NA,120,NA,2,2,2,2,2,2,2,2,13453,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,1,2,2,35381,2021
